film,year,wiki_url,oscar_winner,detail_url,producers,production_company,original_budget,converted_budget
Wings,1927,http://en.wikipedia.org/wiki/Wings_(1927_film),True,http://oscars.yipitdata.com/films/Wings_(1927_film),Lucien Hubbard,"Paramount , Famous Players-Lasky",US$ 2 million [ 4 ],2000000
The Racket,1927,http://en.wikipedia.org/wiki/The_Racket_(1928_film),False,http://oscars.yipitdata.com/films/The_Racket_(1928_film),Howard Hughes,"Paramount, Caddo",,0
Seventh Heaven,1927,http://en.wikipedia.org/wiki/Seventh_Heaven_(1927_film),False,http://oscars.yipitdata.com/films/Seventh_Heaven_(1927_film),William Fox,Fox,$1.3 million [ 1 ],1300000
The Broadway Melody,1928,http://en.wikipedia.org/wiki/The_Broadway_Melody,True,http://oscars.yipitdata.com/films/The_Broadway_Melody,Irving Thalberg & Lawrence Weingarten,Metro-Goldwyn-Mayer  [L],,0
Alibi,1928,http://en.wikipedia.org/wiki/Alibi_(1929_film),False,http://oscars.yipitdata.com/films/Alibi_(1929_film),Roland West,"United Artists , Feature Productions",,0
Hollywood Revue,1928,http://en.wikipedia.org/wiki/The_Hollywood_Revue_of_1929,False,http://oscars.yipitdata.com/films/The_Hollywood_Revue_of_1929,Harry Rapf,Metro-Goldwyn-Mayer,"US$426,000 [ 2 ]",426000
In Old Arizona,1928,http://en.wikipedia.org/wiki/In_Old_Arizona,False,http://oscars.yipitdata.com/films/In_Old_Arizona,Winfield Sheehan [G],Fox,,0
The Patriot,1928,http://en.wikipedia.org/wiki/The_Patriot_(1928_film),False,http://oscars.yipitdata.com/films/The_Patriot_(1928_film),Ernst Lubitsch,Paramount,$1 million,1000000
All Quiet on the Western Front,1929,http://en.wikipedia.org/wiki/All_Quiet_on_the_Western_Front_(1930_film),True,http://oscars.yipitdata.com/films/All_Quiet_on_the_Western_Front_(1930_film),"Carl Laemmle, Jr.",Universal,$1.2 million [ 2 ],1200000
The Big House,1929,http://en.wikipedia.org/wiki/The_Big_House_(1930_film),False,http://oscars.yipitdata.com/films/The_Big_House_(1930_film),Irving Thalberg,Metro-Goldwyn-Mayer,,0
Disraeli,1929,http://en.wikipedia.org/wiki/Disraeli_(1929_film),False,http://oscars.yipitdata.com/films/Disraeli_(1929_film),"Jack L. Warner , Darryl F. Zanuck",Warner Bros.,,0
The Divorcee,1929,http://en.wikipedia.org/wiki/The_Divorcee,False,http://oscars.yipitdata.com/films/The_Divorcee,Robert Z. Leonard,Metro-Goldwyn-Mayer,,0
The Love Parade,1929,http://en.wikipedia.org/wiki/The_Love_Parade,False,http://oscars.yipitdata.com/films/The_Love_Parade,Ernst Lubitsch,Paramount,,0
Cimarron,1930,http://en.wikipedia.org/wiki/Cimarron_(1931_film),True,http://oscars.yipitdata.com/films/Cimarron_(1931_film),William LeBaron,RKO Radio,"$1,433,000 [ 2 ]",1433000
East Lynne,1930,http://en.wikipedia.org/wiki/East_Lynne_(1931_film),False,http://oscars.yipitdata.com/films/East_Lynne_(1931_film),Winfield Sheehan [G],Fox,,0
The Front Page,1930,http://en.wikipedia.org/wiki/The_Front_Page_(1931_film),False,http://oscars.yipitdata.com/films/The_Front_Page_(1931_film),Howard Hughes,"United Artists, Caddo",,0
Skippy,1930,http://en.wikipedia.org/wiki/Skippy_(1931_film),False,http://oscars.yipitdata.com/films/Skippy_(1931_film),Adolph Zukor,Paramount,,0
Trader Horn,1930,http://en.wikipedia.org/wiki/Trader_Horn_(1931_film),False,http://oscars.yipitdata.com/films/Trader_Horn_(1931_film),Irving Thalberg,Metro-Goldwyn-Mayer,$1.3 million [ 1 ],1300000
Grand Hotel,1931,http://en.wikipedia.org/wiki/Grand_Hotel_(film),True,http://oscars.yipitdata.com/films/Grand_Hotel_(film),Irving Thalberg,Metro-Goldwyn-Mayer,"$750,000 [ 1 ]",750000
Arrowsmith,1931,http://en.wikipedia.org/wiki/Arrowsmith_(film),False,http://oscars.yipitdata.com/films/Arrowsmith_(film),Samuel Goldwyn,"Goldwyn, United Artists",,0
Bad Girl,1931,http://en.wikipedia.org/wiki/Bad_Girl_(1931_film),False,http://oscars.yipitdata.com/films/Bad_Girl_(1931_film),Winfield Sheehan [G],Fox,,0
The Champ,1931,http://en.wikipedia.org/wiki/The_Champ_(1931_film),False,http://oscars.yipitdata.com/films/The_Champ_(1931_film),King Vidor,Metro-Goldwyn-Mayer,,0
Five Star Final,1931,http://en.wikipedia.org/wiki/Five_Star_Final,False,http://oscars.yipitdata.com/films/Five_Star_Final,Hal B. Wallis,"Warner Bros., First National",,0
One Hour with You,1931,http://en.wikipedia.org/wiki/One_Hour_with_You,False,http://oscars.yipitdata.com/films/One_Hour_with_You,Ernst Lubitsch,Paramount,,0
Shanghai Express,1931,http://en.wikipedia.org/wiki/Shanghai_Express_(film),False,http://oscars.yipitdata.com/films/Shanghai_Express_(film),Adolph Zukor,Paramount,,0
The Smiling Lieutenant,1931,http://en.wikipedia.org/wiki/The_Smiling_Lieutenant,False,http://oscars.yipitdata.com/films/The_Smiling_Lieutenant,Ernst Lubitsch,Paramount,,0
Cavalcade  [H],1932,http://en.wikipedia.org/wiki/Cavalcade_(1933_film),True,http://oscars.yipitdata.com/films/Cavalcade_(1933_film),Winfield Sheehan  [G],Fox,"$1,180,280",1180280
42nd Street,1932,http://en.wikipedia.org/wiki/42nd_Street_(film),False,http://oscars.yipitdata.com/films/42nd_Street_(film),Darryl F. Zanuck,Warner Bros.,"$439,000 (est.)",439000
A Farewell to Arms [H],1932,http://en.wikipedia.org/wiki/A_Farewell_to_Arms_(1932_film),False,http://oscars.yipitdata.com/films/A_Farewell_to_Arms_(1932_film),Adolph Zukor,Paramount,"$900,000 [ 1 ]",900000
I Am a Fugitive from a Chain Gang,1932,http://en.wikipedia.org/wiki/I_Am_a_Fugitive_from_a_Chain_Gang,False,http://oscars.yipitdata.com/films/I_Am_a_Fugitive_from_a_Chain_Gang,Hal B. Wallis,Warner Bros.,,0
Lady for a Day,1932,http://en.wikipedia.org/wiki/Lady_for_a_Day,False,http://oscars.yipitdata.com/films/Lady_for_a_Day,Frank Capra,Columbia,"$300,000",300000
Little Women [H],1932,http://en.wikipedia.org/wiki/Little_Women_(1933_film),False,http://oscars.yipitdata.com/films/Little_Women_(1933_film),"Merian C. Cooper , Kenneth MacGowan",RKO Radio,"$424,000 [ 1 ]",424000
The Private Life of Henry VIII,1932,http://en.wikipedia.org/wiki/The_Private_Life_of_Henry_VIII,False,http://oscars.yipitdata.com/films/The_Private_Life_of_Henry_VIII,Alexander Korda,"United Artists, London Films","£65,000 [ 1 ]",84500
She Done Him Wrong,1932,http://en.wikipedia.org/wiki/She_Done_Him_Wrong,False,http://oscars.yipitdata.com/films/She_Done_Him_Wrong,William LeBaron,Paramount,"$200,000 [ 1 ]",200000
Smilin' Through,1932,http://en.wikipedia.org/wiki/Smilin%27_Through_(1932_film),False,http://oscars.yipitdata.com/films/Smilin%2527_Through_(1932_film),Irving Thalberg,Metro-Goldwyn-Mayer,"$851,000 [ 1 ]",851000
State Fair,1932,http://en.wikipedia.org/wiki/State_Fair_(1933_film),False,http://oscars.yipitdata.com/films/State_Fair_(1933_film),Winfield Sheehan [G],Fox,"$600,000 [ 1 ]",600000
It Happened One Night  [I],1934,http://en.wikipedia.org/wiki/It_Happened_One_Night,True,http://oscars.yipitdata.com/films/It_Happened_One_Night,Harry Cohn & Frank Capra,Columbia,"$325,000 [ 2 ]",325000
The Barretts of Wimpole Street [I],1934,http://en.wikipedia.org/wiki/The_Barretts_of_Wimpole_Street_(1934_film),False,http://oscars.yipitdata.com/films/The_Barretts_of_Wimpole_Street_(1934_film),Irving Thalberg,Metro-Goldwyn-Mayer,"$820,000 [ 1 ]",820000
Cleopatra,1934,http://en.wikipedia.org/wiki/Cleopatra_(1934_film),False,http://oscars.yipitdata.com/films/Cleopatra_(1934_film),Cecil B. DeMille,Paramount,,0
Flirtation Walk,1934,http://en.wikipedia.org/wiki/Flirtation_Walk,False,http://oscars.yipitdata.com/films/Flirtation_Walk,"Jack L. Warner , Hal B. Wallis , Robert Lord",First National,,0
The Gay Divorcee,1934,http://en.wikipedia.org/wiki/The_Gay_Divorcee,False,http://oscars.yipitdata.com/films/The_Gay_Divorcee,Pandro S. Berman,RKO Radio,"$520,000 [ 1 ]",520000
Here Comes the Navy,1934,http://en.wikipedia.org/wiki/Here_Comes_the_Navy,False,http://oscars.yipitdata.com/films/Here_Comes_the_Navy,Lou Edelman,Warner Bros.,,0
The House of Rothschild [I],1934,http://en.wikipedia.org/wiki/The_House_of_Rothschild,False,http://oscars.yipitdata.com/films/The_House_of_Rothschild,"Darryl F. Zanuck , William Goetz , Raymond Griffith","20th Century , United Artists",,0
Imitation of Life,1934,http://en.wikipedia.org/wiki/Imitation_of_Life_(1934_film),False,http://oscars.yipitdata.com/films/Imitation_of_Life_(1934_film),John M. Stahl,Universal,,0
One Night of Love,1934,http://en.wikipedia.org/wiki/One_Night_of_Love,False,http://oscars.yipitdata.com/films/One_Night_of_Love,"Harry Cohn , Everett Riskin",Columbia,,0
The Thin Man,1934,http://en.wikipedia.org/wiki/The_Thin_Man_(film),False,http://oscars.yipitdata.com/films/The_Thin_Man_(film),Hunt Stromberg,Metro-Goldwyn-Mayer,"$226,408",226408
Viva Villa!,1934,http://en.wikipedia.org/wiki/Viva_Villa!,False,http://oscars.yipitdata.com/films/Viva_Villa!,David O. Selznick,Metro-Goldwyn-Mayer,"$1,022,000 [ 1 ]",1022000
The White Parade,1934,http://en.wikipedia.org/wiki/The_White_Parade,False,http://oscars.yipitdata.com/films/The_White_Parade,Jesse L. Lasky,Fox,,0
Mutiny on the Bounty  [J],1935,http://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1935_film),True,http://oscars.yipitdata.com/films/Mutiny_on_the_Bounty_(1935_film),"Irving Thalberg , Albert Lewin",Metro-Goldwyn-Mayer,"$1,950,000 [ 2 ]",1950000
Alice Adams,1935,http://en.wikipedia.org/wiki/Alice_Adams_(film),False,http://oscars.yipitdata.com/films/Alice_Adams_(film),Pandro S. Berman,RKO Radio,"$342,000 [ 2 ]",342000
Broadway Melody of 1936,1935,http://en.wikipedia.org/wiki/Broadway_Melody_of_1936,False,http://oscars.yipitdata.com/films/Broadway_Melody_of_1936,"John W. Considine, Jr.",Metro-Goldwyn-Mayer,"$1,062,000 [ 2 ]",1062000
Captain Blood [J],1935,http://en.wikipedia.org/wiki/Captain_Blood_(1935_film),False,http://oscars.yipitdata.com/films/Captain_Blood_(1935_film),"Hal B. Wallis , Harry Joe Brown , Gordon Hollingshead","Warner Bros., Cosmopolitan","$1,000,000 (estimated)",1000000
David Copperfield,1935,"http://en.wikipedia.org/wiki/Personal_History,_Adventures,_Experience,_and_Observation_of_David_Copperfield_the_Younger_(1935)",False,"http://oscars.yipitdata.com/films/Personal_History,_Adventures,_Experience,_and_Observation_of_David_Copperfield_the_Younger_(1935)",David O. Selznick,Metro-Goldwyn-Mayer,"$1,073,000 [ 1 ] [ 2 ]",1073000
The Informer [J],1935,http://en.wikipedia.org/wiki/The_Informer_(1935_film),False,http://oscars.yipitdata.com/films/The_Informer_(1935_film),Cliff Reid,RKO Radio,"$243,000 [ 1 ]",243000
The Lives of a Bengal Lancer,1935,http://en.wikipedia.org/wiki/The_Lives_of_a_Bengal_Lancer_(film),False,http://oscars.yipitdata.com/films/The_Lives_of_a_Bengal_Lancer_(film),Louis D. Lighton,Paramount,,0
A Midsummer Night's Dream,1935,http://en.wikipedia.org/wiki/A_Midsummer_Night%27s_Dream_(1935_film),False,http://oscars.yipitdata.com/films/A_Midsummer_Night%2527s_Dream_(1935_film),Henry Blanke,Warner Bros.,"$981,000 [ 1 ]",981000
Les Misérables,1935,http://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(1935_film),False,http://oscars.yipitdata.com/films/Les_Mis%C3%A9rables_(1935_film),Darryl F. Zanuck,"20th Century, United Artists",0,0
Naughty Marietta,1935,http://en.wikipedia.org/wiki/Naughty_Marietta_(film),False,http://oscars.yipitdata.com/films/Naughty_Marietta_(film),Hunt Stromberg,Metro-Goldwyn-Mayer,"$782,000 [ 1 ]",782000
Ruggles of Red Gap,1935,http://en.wikipedia.org/wiki/Ruggles_of_Red_Gap,False,http://oscars.yipitdata.com/films/Ruggles_of_Red_Gap,"Arthur Hornblow, Jr.",Paramount,,0
Top Hat,1935,http://en.wikipedia.org/wiki/Top_Hat,False,http://oscars.yipitdata.com/films/Top_Hat,Pandro S. Berman,RKO Radio,"$ 609,000 [ 4 ]",609000
The Great Ziegfeld,1936,http://en.wikipedia.org/wiki/The_Great_Ziegfeld,True,http://oscars.yipitdata.com/films/The_Great_Ziegfeld,Hunt Stromberg,Metro-Goldwyn-Mayer,$2.183 million [ 3 ],2183000
Anthony Adverse,1936,http://en.wikipedia.org/wiki/Anthony_Adverse,False,http://oscars.yipitdata.com/films/Anthony_Adverse,Henry Blanke,Warner Bros.,,0
Dodsworth,1936,http://en.wikipedia.org/wiki/Dodsworth_(film),False,http://oscars.yipitdata.com/films/Dodsworth_(film),"Samuel Goldwyn , Merritt Hulbert","Goldwyn, United Artists",,0
Libeled Lady,1936,http://en.wikipedia.org/wiki/Libeled_Lady,False,http://oscars.yipitdata.com/films/Libeled_Lady,Lawrence Weingarten,Metro-Goldwyn-Mayer,"$603,000 [ 1 ]",603000
Mr. Deeds Goes to Town,1936,http://en.wikipedia.org/wiki/Mr._Deeds_Goes_to_Town,False,http://oscars.yipitdata.com/films/Mr._Deeds_Goes_to_Town,Frank Capra,Columbia,"$845,710",845710
Romeo and Juliet,1936,http://en.wikipedia.org/wiki/Romeo_and_Juliet_(1936_film),False,http://oscars.yipitdata.com/films/Romeo_and_Juliet_(1936_film),Irving Thalberg,Metro-Goldwyn-Mayer,"$2,066,000 [ 1 ] [ 2 ]",2066000
San Francisco,1936,http://en.wikipedia.org/wiki/San_Francisco_(1936_film),False,http://oscars.yipitdata.com/films/San_Francisco_(1936_film),"John Emerson , Bernard H. Hyman",Metro-Goldwyn-Mayer,"$1,300,000 [ 1 ] [ 2 ]",1300000
The Story of Louis Pasteur,1936,http://en.wikipedia.org/wiki/The_Story_of_Louis_Pasteur,False,http://oscars.yipitdata.com/films/The_Story_of_Louis_Pasteur,Henry Blanke,Warner Bros.,,0
A Tale of Two Cities,1936,http://en.wikipedia.org/wiki/A_Tale_of_Two_Cities_(1935_film),False,http://oscars.yipitdata.com/films/A_Tale_of_Two_Cities_(1935_film),David O. Selznick,Metro-Goldwyn-Mayer,"$1,232,000 [ 1 ]",1232000
Three Smart Girls,1936,http://en.wikipedia.org/wiki/Three_Smart_Girls,False,http://oscars.yipitdata.com/films/Three_Smart_Girls,"Joe Pasternak , Charles R. Rogers",Universal,,0
The Life of Emile Zola,1937,http://en.wikipedia.org/wiki/The_Life_of_Emile_Zola,True,http://oscars.yipitdata.com/films/The_Life_of_Emile_Zola,Henry Blanke,Warner Bros.,,0
The Awful Truth,1937,http://en.wikipedia.org/wiki/The_Awful_Truth,False,http://oscars.yipitdata.com/films/The_Awful_Truth,"Leo McCarey , Everett Riskin",Columbia,,0
Captains Courageous,1937,http://en.wikipedia.org/wiki/Captains_Courageous_(1937_film),False,http://oscars.yipitdata.com/films/Captains_Courageous_(1937_film),Louis Lighton,Metro-Goldwyn-Mayer,"$1,645,000 [ 1 ]",1645000
Dead End,1937,http://en.wikipedia.org/wiki/Dead_End_(1937_film),False,http://oscars.yipitdata.com/films/Dead_End_(1937_film),"Samuel Goldwyn , Merritt Hulbert","Goldwyn, United Artists","$900,000 (est)",900000
The Good Earth,1937,http://en.wikipedia.org/wiki/The_Good_Earth_(film),False,http://oscars.yipitdata.com/films/The_Good_Earth_(film),"Irving Thalberg , Albert Lewin",Metro-Goldwyn-Mayer,"$2,816,000 [ 2 ]",2816000
In Old Chicago,1937,http://en.wikipedia.org/wiki/In_Old_Chicago,False,http://oscars.yipitdata.com/films/In_Old_Chicago,"Darryl F. Zanuck , Kenneth MacGowan",20th Century Fox,,0
Lost Horizon,1937,http://en.wikipedia.org/wiki/Lost_Horizon_(1937_film),False,http://oscars.yipitdata.com/films/Lost_Horizon_(1937_film),Frank Capra,Columbia,$2 million [ 1 ],2000000
One Hundred Men and a Girl,1937,http://en.wikipedia.org/wiki/One_Hundred_Men_and_a_Girl,False,http://oscars.yipitdata.com/films/One_Hundred_Men_and_a_Girl,"Charles R. Rogers , Joe Pasternak",Universal,,0
Stage Door,1937,http://en.wikipedia.org/wiki/Stage_Door,False,http://oscars.yipitdata.com/films/Stage_Door,Pandro S. Berman,RKO Radio,"$952,000 [ 2 ]",952000
A Star Is Born,1937,http://en.wikipedia.org/wiki/A_Star_Is_Born_(1937_film),False,http://oscars.yipitdata.com/films/A_Star_Is_Born_(1937_film),David O. Selznick,"Selznick International , United Artists",$1.2 million [ 2 ],1200000
You Can't Take It With You,1938,http://en.wikipedia.org/wiki/You_Can%27t_Take_It_With_You_(film),True,http://oscars.yipitdata.com/films/You_Can%2527t_Take_It_With_You_(film),Frank Capra,Columbia,"US$1,644,736 (est.)",1644736
The Adventures of Robin Hood,1938,http://en.wikipedia.org/wiki/The_Adventures_of_Robin_Hood_(film),False,http://oscars.yipitdata.com/films/The_Adventures_of_Robin_Hood_(film),"Hal B. Wallis , Henry Blanke",Warner Bros.,$2.033 million [ 1 ],2033000
Alexander's Ragtime Band,1938,http://en.wikipedia.org/wiki/Alexander%27s_Ragtime_Band_(film),False,http://oscars.yipitdata.com/films/Alexander%2527s_Ragtime_Band_(film),"Darryl F. Zanuck , Harry Joe Brown",20th Century Fox,"$1,200,000–$2,275,000 [ 1 ]",1200000
Boys Town,1938,http://en.wikipedia.org/wiki/Boys_Town_(1938_film),False,http://oscars.yipitdata.com/films/Boys_Town_(1938_film),"John W. Considine, Jr.",Metro-Goldwyn-Mayer,"$772,000 [ 1 ]",772000
The Citadel,1938,http://en.wikipedia.org/wiki/The_Citadel_(film),False,http://oscars.yipitdata.com/films/The_Citadel_(film),Victor Saville,Metro-Goldwyn-Mayer,"$1,012,000",1012000
Four Daughters,1938,http://en.wikipedia.org/wiki/Four_Daughters,False,http://oscars.yipitdata.com/films/Four_Daughters,"Hal B. Wallis , Henry Blanke","Warner Bros., First National",,0
Grand Illusion  [K],1938,http://en.wikipedia.org/wiki/Grand_Illusion_(film),False,http://oscars.yipitdata.com/films/Grand_Illusion_(film),"Frank Rollmer, Albert Pinkovitch","R. A. O., World Pictures",,0
Jezebel,1938,http://en.wikipedia.org/wiki/Jezebel_(film),False,http://oscars.yipitdata.com/films/Jezebel_(film),"Hal B. Wallis , Henry Blanke",Warner Bros.,$1.25 million,1250000
Pygmalion,1938,http://en.wikipedia.org/wiki/Pygmalion_(1938_film),False,http://oscars.yipitdata.com/films/Pygmalion_(1938_film),Gabriel Pascal,Metro-Goldwyn-Mayer,"£87,000 [ 1 ]",113100
Test Pilot,1938,http://en.wikipedia.org/wiki/Test_Pilot_(film),False,http://oscars.yipitdata.com/films/Test_Pilot_(film),Louis Lighton,Metro-Goldwyn-Mayer,"$1,701,000 [ 2 ]",1701000
Gone with the Wind,1939,http://en.wikipedia.org/wiki/Gone_with_the_Wind_(film),True,http://oscars.yipitdata.com/films/Gone_with_the_Wind_(film),David O. Selznick,"Selznick International, Metro-Goldwyn-Mayer",$3.85 million,3850000
Dark Victory,1939,http://en.wikipedia.org/wiki/Dark_Victory,False,http://oscars.yipitdata.com/films/Dark_Victory,David Lewis,Warner Bros.,,0
"Goodbye, Mr. Chips",1939,"http://en.wikipedia.org/wiki/Goodbye,_Mr._Chips_(1939_film)",False,"http://oscars.yipitdata.com/films/Goodbye,_Mr._Chips_(1939_film)",Victor Saville,Metro-Goldwyn-Mayer,"$1,051,000 [ 1 ]",1051000
Love Affair,1939,http://en.wikipedia.org/wiki/Love_Affair_(1939_film),False,http://oscars.yipitdata.com/films/Love_Affair_(1939_film),Leo McCarey,RKO Radio,"$860,000 [ 2 ]",860000
Mr. Smith Goes to Washington,1939,http://en.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington,False,http://oscars.yipitdata.com/films/Mr._Smith_Goes_to_Washington,Frank Capra,Columbia,$1.5 million,1500000
Ninotchka,1939,http://en.wikipedia.org/wiki/Ninotchka,False,http://oscars.yipitdata.com/films/Ninotchka,Sidney Franklin,Metro-Goldwyn-Mayer,"$1,365,000 (est.)",1365000
Of Mice and Men,1939,http://en.wikipedia.org/wiki/Of_Mice_and_Men_(1939_film),False,http://oscars.yipitdata.com/films/Of_Mice_and_Men_(1939_film),Lewis Milestone,"Roach, United Artists",,0
Stagecoach,1939,http://en.wikipedia.org/wiki/Stagecoach_(1939_film),False,http://oscars.yipitdata.com/films/Stagecoach_(1939_film),Walter Wanger,United Artists,"$531,374 [ 1 ]",531374
The Wizard of Oz,1939,http://en.wikipedia.org/wiki/The_Wizard_of_Oz_(1939_film),False,http://oscars.yipitdata.com/films/The_Wizard_of_Oz_(1939_film),Mervyn LeRoy,Metro-Goldwyn-Mayer,"$2,777,000 [ 1 ]",2777000
Wuthering Heights,1939,http://en.wikipedia.org/wiki/Wuthering_Heights_(1939_film),False,http://oscars.yipitdata.com/films/Wuthering_Heights_(1939_film),Samuel Goldwyn,"Goldwyn, United Artists",,0
Rebecca,1940,http://en.wikipedia.org/wiki/Rebecca_(1940_film),True,http://oscars.yipitdata.com/films/Rebecca_(1940_film),David O. Selznick,"Selznick International, United Artists","$1,288,000 [ 1 ]",1288000
"All This, and Heaven Too",1940,"http://en.wikipedia.org/wiki/All_This,_and_Heaven_Too",False,"http://oscars.yipitdata.com/films/All_This,_and_Heaven_Too","Jack L. Warner , Hal B. Wallis , David Lewis",Warner Bros.,,0
Foreign Correspondent,1940,http://en.wikipedia.org/wiki/Foreign_Correspondent_(film),False,http://oscars.yipitdata.com/films/Foreign_Correspondent_(film),Walter Wanger,"Wanger, United Artists","$1,484,167 [ 1 ]",1484167
The Grapes of Wrath,1940,http://en.wikipedia.org/wiki/The_Grapes_of_Wrath_(film),False,http://oscars.yipitdata.com/films/The_Grapes_of_Wrath_(film),"Darryl F. Zanuck , Nunnally Johnson",20th Century Fox,"$800,000 [ 1 ]",800000
The Great Dictator,1940,http://en.wikipedia.org/wiki/The_Great_Dictator,False,http://oscars.yipitdata.com/films/The_Great_Dictator,Charlie Chaplin,"Chaplin, United Artists","$2,000,000",2000000
Kitty Foyle,1940,http://en.wikipedia.org/wiki/Kitty_Foyle_(film),False,http://oscars.yipitdata.com/films/Kitty_Foyle_(film),David Hempstead,RKO Radio,"$738,000 [ 1 ]",738000
The Letter,1940,http://en.wikipedia.org/wiki/The_Letter_(1940_film),False,http://oscars.yipitdata.com/films/The_Letter_(1940_film),Hal B. Wallis,Warner Bros.,,0
The Long Voyage Home,1940,http://en.wikipedia.org/wiki/The_Long_Voyage_Home,False,http://oscars.yipitdata.com/films/The_Long_Voyage_Home,John Ford,"Argosy, Wanger, United Artists","$682,495 [ 1 ]",682495
Our Town,1940,http://en.wikipedia.org/wiki/Our_Town_(1940_film),False,http://oscars.yipitdata.com/films/Our_Town_(1940_film),Sol Lesser,"Lesser, United Artists",,0
The Philadelphia Story,1940,http://en.wikipedia.org/wiki/The_Philadelphia_Story_(film),False,http://oscars.yipitdata.com/films/The_Philadelphia_Story_(film),Joseph L. Mankiewicz,Metro-Goldwyn-Mayer,"$914,000 [ 1 ]",914000
How Green Was My Valley,1941,http://en.wikipedia.org/wiki/How_Green_Was_My_Valley_(film),True,http://oscars.yipitdata.com/films/How_Green_Was_My_Valley_(film),Darryl F. Zanuck,20th Century Fox,"$800,000 [ 1 ]",800000
Blossoms in the Dust,1941,http://en.wikipedia.org/wiki/Blossoms_in_the_Dust,False,http://oscars.yipitdata.com/films/Blossoms_in_the_Dust,Irving Asher,Metro-Goldwyn-Mayer,"$1,112,000 [ 1 ]",1112000
Citizen Kane,1941,http://en.wikipedia.org/wiki/Citizen_Kane,False,http://oscars.yipitdata.com/films/Citizen_Kane,Orson Welles,RKO Radio,"$839,727",839727
Here Comes Mr. Jordan,1941,http://en.wikipedia.org/wiki/Here_Comes_Mr._Jordan,False,http://oscars.yipitdata.com/films/Here_Comes_Mr._Jordan,Everett Riskin,Columbia,,0
Hold Back the Dawn,1941,http://en.wikipedia.org/wiki/Hold_Back_the_Dawn,False,http://oscars.yipitdata.com/films/Hold_Back_the_Dawn,"Arthur Hornblow, Jr.",Paramount,,0
The Little Foxes,1941,http://en.wikipedia.org/wiki/The_Little_Foxes_(film),False,http://oscars.yipitdata.com/films/The_Little_Foxes_(film),Samuel Goldwyn,RKO Radio,,0
The Maltese Falcon,1941,http://en.wikipedia.org/wiki/The_Maltese_Falcon_(1941_film),False,http://oscars.yipitdata.com/films/The_Maltese_Falcon_(1941_film),Hal B. Wallis,Warner Bros.,"$381,000 [ 1 ]",381000
One Foot in Heaven,1941,http://en.wikipedia.org/wiki/One_Foot_in_Heaven,False,http://oscars.yipitdata.com/films/One_Foot_in_Heaven,Hal B. Wallis,Warner Bros.,,0
Sergeant York,1941,http://en.wikipedia.org/wiki/Sergeant_York_(film),False,http://oscars.yipitdata.com/films/Sergeant_York_(film),"Hal B. Wallis , Jesse L. Lasky",Warner Bros.,$1.4 million [ 1 ],1400000
Suspicion,1941,http://en.wikipedia.org/wiki/Suspicion_(1941_film),False,http://oscars.yipitdata.com/films/Suspicion_(1941_film),Alfred Hitchcock,RKO Radio,"$1,103,000 [ 1 ]",1103000
Mrs. Miniver,1942,http://en.wikipedia.org/wiki/Mrs._Miniver_(film),True,http://oscars.yipitdata.com/films/Mrs._Miniver_(film),Sidney Franklin,Metro-Goldwyn-Mayer,$1.34 million [ 2 ],1340000
The Invaders,1942,http://en.wikipedia.org/wiki/49th_Parallel_(film),False,http://oscars.yipitdata.com/films/49th_Parallel_(film),Michael Powell,"GFD, Columbia","£ 132,000 (est.)",171600
Kings Row,1942,http://en.wikipedia.org/wiki/Kings_Row,False,http://oscars.yipitdata.com/films/Kings_Row,Hal B. Wallis,Warner Bros.,"$1,081,698 [ 1 ] [ 2 ]",1081698
The Magnificent Ambersons,1942,http://en.wikipedia.org/wiki/The_Magnificent_Ambersons_(film),False,http://oscars.yipitdata.com/films/The_Magnificent_Ambersons_(film),Orson Welles,"Mercury, RKO Radio",$1.1 million [ 2 ] :71–72,1100000
The Pied Piper,1942,http://en.wikipedia.org/wiki/The_Pied_Piper_(1942_film),False,http://oscars.yipitdata.com/films/The_Pied_Piper_(1942_film),Nunnally Johnson,20th Century Fox,,0
The Pride of the Yankees,1942,http://en.wikipedia.org/wiki/The_Pride_of_the_Yankees,False,http://oscars.yipitdata.com/films/The_Pride_of_the_Yankees,Samuel Goldwyn,"Goldwyn, RKO Radio",,0
Random Harvest,1942,http://en.wikipedia.org/wiki/Random_Harvest_(film),False,http://oscars.yipitdata.com/films/Random_Harvest_(film),Sidney Franklin,Metro-Goldwyn-Mayer,"$1,210,000 [ 1 ]",1210000
The Talk of the Town,1942,http://en.wikipedia.org/wiki/The_Talk_of_the_Town_(1942_film),False,http://oscars.yipitdata.com/films/The_Talk_of_the_Town_(1942_film),George Stevens,Columbia,$1 million [ 1 ],1000000
Wake Island,1942,http://en.wikipedia.org/wiki/Wake_Island_(1942_film),False,http://oscars.yipitdata.com/films/Wake_Island_(1942_film),Joseph Sistrom,Paramount,,0
Yankee Doodle Dandy,1942,http://en.wikipedia.org/wiki/Yankee_Doodle_Dandy,False,http://oscars.yipitdata.com/films/Yankee_Doodle_Dandy,"Jack L. Warner , Hal B. Wallis , William Cagney",Warner Bros.,,0
